"Performer","Album","Title","Score","Length","Deleted","Favorite"
"Nikonn","Poladroid","MultiCulti","0","4:56","",""
"Nikonn","Poladroid","Silver Coast","0","4:42","",""
"Nikonn","Poladroid","Stay Close (feat. Maria Papadopoulou)","0","3:44","",""
"Nikonn","Poladroid","Sunday (feat. Maria Papadopoulou)","0","4:42","",""
"Nikonn","Poladroid","Trip (feat. Maria Papadopoulou)","0","4:18","",""
"Nikonn","Poladroid","Umbrellas","0","4:15","",""
"Nikonn","Poladroid","Unsuspected Time (feat. Maria Papadopoulou)","0","4:30","",""
"None","Nature Sounds","Здоровый сон у моря","0","72:35","",""
"O-Zone","Dragostea Din Tei","Dragostea Din Tei (Romanian Version)","0","3:36","",""
"Ohm Guru","Lounge Mon Amour (Retro Lounge With an Electronic Touch)","Hotel Capri","5","3:45","","Да"
"Opus","All Stars Disco","Live Is Live","0","4:05","",""
"Orbital","Hackers","Halcyon & On & On","0","9:27","",""
"Orbital","In Sides","The Saint","0","4:32","",""
"Orlando","All Stars Disco","Take a Chance","0","5:40","",""
"Oscar Peterson","The Girls From Ipanema: Best of Bossa Nova","Triste","0","5:21","",""
"PPK","Resurection Legacy","Resurection (Radio Edit)","5","3:16","","Да"
"Paul Desmond","Play: Jazz Pioneers","Indian Summer","5","3:58","","Да"
"Paul Hardcastle","Jazzmasters 3","Lost In Space","5","4:57","","Да"
"Paul Mauriat","French Hit Collection","Nous Irons A Verone","0","3:04","",""
"Paul Oakenfold","Bunkka","Ready Steady Go","0","4:13","",""
"Paul Weston & His Orchestra","Play Classical: Christmas Favourites","Deck the Hall with Boughs of Holly","0","1:29","",""
"Paul Weston & His Orchestra","Play Classical: Christmas Favourites","Jingle Bells","0","1:29","",""
"Paul Weston & His Orchestra","Play Classical: Christmas Favourites","Joy to the World!","0","1:45","",""
"Peaches & Herb","Songs About Love - The Classics","Reunited (Single Version)","5","3:57","","Да"
"Percy Faith & His Orchestra","Percy Faith'S Greatest Hits","Jamaican Rhumba","0","3:05","",""
"Percy Faith & His Orchestra","Themes For Young Lovers","Can't Get Used to Losing You","5","2:36","","Да"
"Percy Faith & His Orchestra","Themes For Young Lovers","On Broadway","5","2:58","","Да"
"Perfecto Allstarz","100 Greatest 90s","Reach Up (Papa's Got a Brand New Pig Bag) [Radio Edit]","5","3:30","","Да"
"Perry Como","Legends: The Christmas Collection","It's Beginning To Look A Lot Like Christmas","0","2:40","",""
"Perry Como & The Fontane Sisters","Perry Como With the Fontane Sisters","'A' - You're Adorable","0","2:24","",""
"Perry Como & The Fontane Sisters","Perry Como With the Fontane Sisters","A Dreamer's Holiday","0","3:17","",""
"Perry Como & The Fontane Sisters","Perry Como With the Fontane Sisters","Hoop-Dee-Doo","0","2:54","",""
"Perry Como & The Fontane Sisters","Perry Como With the Fontane Sisters","Hush Little Darlin'","0","3:18","",""
"Perry Como & The Fontane Sisters","Perry Como With the Fontane Sisters","I Wanna Go Home (With You)","0","2:17","",""
"Perry Como & The Fontane Sisters","Perry Como With the Fontane Sisters","If Wishes Were Kisses","0","2:59","",""
"Perry Como & The Fontane Sisters","Perry Como With the Fontane Sisters","It's a Lovely Day Today","0","2:41","",""
"Perry Como & The Fontane Sisters","Perry Como With the Fontane Sisters","N'Yot N'Yow (The Pussycat Song)","0","2:23","",""
"Perry Como & The Fontane Sisters","Perry Como With the Fontane Sisters","Noodlin' Rag","0","2:44","",""
"Perry Como & The Fontane Sisters","Perry Como With the Fontane Sisters","Play Me a Hurtin' Tune","0","2:46","",""
"Perry Como & The Fontane Sisters","Perry Como With the Fontane Sisters","Rollin' Stone","0","3:05","",""
"Perry Como & The Fontane Sisters","Perry Como With the Fontane Sisters","There's No Boat Like a Rowboat","0","2:29","",""
"Perry Como & The Fontane Sisters","Perry Como With the Fontane Sisters","To Know You (Is to Love You)","0","2:39","",""
"Perry Como & The Fontane Sisters","Perry Como With the Fontane Sisters","You're Just in Love (I Wonder Why)","0","2:58","",""
"Peru Andes","Peru Andes Sampler #2","Iscanwaya (Relaxing Instrumental)","0","5:36","",""
"Pet Shop Boys","Discography - Complete Singles Collection","Always on My Mind","5","3:54","","Да"
"Pet Shop Boys","PopArt - The Hits","Go West","5","5:04","","Да"
"Peter Frampton","Frampton","Show Me The Way","5","4:03","","Да"
"Peter Gabriel","So (9 24088-2)","Sledgehammer","0","5:13","",""
"Peter Ilyich Tchaikovsky","Peter Ilyich Tchaikovsky Greatest Hits","Concert for Piano and Orchestra No.1 in B Flat Minor, Op.23","5","22:08","","Да"
"Peter Ilyich Tchaikovsky","Peter Ilyich Tchaikovsky Greatest Hits","The Nutrcracker, Op. 71: Trepak (Russian Dance)","5","1:06","","Да"
"Peter Ilyich Tchaikovsky","Peter Ilyich Tchaikovsky Greatest Hits","The Nutrcracker, Op. 71: Waltz of the Flowers","5","6:27","","Да"
"Petula Clark","Downtown: The Greatest Hits of Petula Clark","I Know a Place","5","2:42","","Да"
"Phil Collins","Phil Collins - ...Hits","Take Me Home","0","5:53","",""
"Phil Collins","The Singles","Two Hearts (2016 Remaster)","5","3:24","","Да"
"Pierre Belmonde","Themes for Dreams - The Magic Sound of the Panpipes","Amazing Grace","0","2:52","",""
"Pink Floyd","Dark Side of the Moon","Money","0","6:23","",""
"Pink Floyd","Dark Side of the Moon","Time","0","6:54","",""
"Pink Floyd","Meddle","One of These Days","0","5:55","",""
"Pink Floyd","More","Cirrus Minor","0","5:17","",""
"Pink Floyd","More","Main Theme","0","5:26","",""
"Pink Floyd","More","More Blues","0","2:13","",""
"Pink Floyd","The Division Bell","Marooned (2011 Remaster)","0","5:30","",""
"Pink Floyd","The Piper at the Gates of Dawn","Scarecrow","0","2:11","",""
"Pink Floyd","The Wall (2011 - Remaster)","Another Brick In The Wall, Pt. 2 (2011 Remastered Version)","5","3:58","","Да"
"Plácido Domingo","Play Classical: Christmas Favourites","Cantique de Noel (Oh Holy Night)","0","3:57","",""
"Porn Music","Disco Music History, Vol. 6","Boogie Nights","5","2:39","","Да"
"Primal Scream","Upside Down: The Story Of Creation OST","Loaded","5","7:00","","Да"
"Propellerheads","Decksandrumsandrockandroll","Spybreak!","5","7:00","","Да"
"Propellerheads","Spybreak! (Pink)","Spybreak! (Short One)","5","4:04","","Да"
"Propellerheads","The Greatest Hits: This Is My Life","History Repeating (feat. Miss Shirley Bassey)","5","4:04","","Да"
"Public Domain","21st Century Trance 3","Operation Blade","5","5:06","","Да"
"Queen","A Kind Of Magic (Deluxe Edition 2011 Remaster)","Princes Of The Universe (Remastered 2011)","0","3:33","",""
"Queen","Greatest Hits (Remastered)","Bohemian Rhapsody (Remastered 2011)","0","5:55","",""
"Queen","Greatest Hits (Remastered)","Somebody To Love (Remastered 2011)","0","4:56","",""
"Queen","Greatest Hits (Remastered)","We Will Rock You (Remastered)","0","2:01","",""
"Queen","Greatest Hits I, II & III (The Platinum Collection)","Bicycle Race (Remastered 2011)","0","3:01","",""
"Queen","Greatest Hits II (2011 Remaster)","Headlong (Remastered 2011)","0","4:31","",""
"Queen","Greatest Hits II (2011 Remaster)","I Want To Break Free (Remastered 2011)","0","4:18","",""
"Queen","Greatest Hits II (2011 Remaster)","It's A Hard Life (Remastered 2011)","0","4:08","",""
"Queen","Made In Heaven","Too Much Love Will Kill You (2011 Remaster)","0","4:19","",""
"Queen","Made In Heaven (Deluxe Edition 2011 Remaster)","Let Me Live (Remastered 2011)","0","4:46","",""
"Queen","The Platinum Collection (2011 Remaster)","A Kind Of Magic (Remastered 2011)","5","4:22","","Да"
"Queen","The Platinum Collection (2011 Remaster)","Another One Bites The Dust (Remastered 2011)","5","3:35","","Да"
"Queen","The Platinum Collection (2011 Remaster)","Bicycle Race (Remastered 2011)","5","3:00","","Да"
"Queen","The Platinum Collection (2011 Remaster)","Bohemian Rhapsody (2011 Mix)","5","5:55","","Да"
"Queen","The Platinum Collection (2011 Remaster)","Breakthru (Remastered 2011)","5","4:09","","Да"
"Queen","The Platinum Collection (2011 Remaster)","Crazy Little Thing Called Love (Remastered 2011)","5","2:43","","Да"
"Queen","The Platinum Collection (2011 Remaster)","Don't Stop Me Now (2011 Mix)","5","3:29","","Да"
"Queen","The Platinum Collection (2011 Remaster)","Fat Bottomed Girls (Remastered 2011)","5","3:22","","Да"
"Queen","The Platinum Collection (2011 Remaster)","Flash (Remastered 2011)","5","2:47","","Да"
"Queen","The Platinum Collection (2011 Remaster)","Friends Will Be Friends (Remastered 2011)","5","4:08","","Да"
"Queen","The Platinum Collection (2011 Remaster)","Good Old-Fashioned Lover Boy (2011 Mix)","5","2:53","","Да"
"Queen","The Platinum Collection (2011 Remaster)","Hammer To Fall (Remastered 2011)","5","3:38","","Да"
"Queen","The Platinum Collection (2011 Remaster)","Headlong (Remastered 2011)","5","4:31","","Да"
"Queen","The Platinum Collection (2011 Remaster)","I Want It All (Remastered 2011)","5","4:01","","Да"
"Queen","The Platinum Collection (2011 Remaster)","I Want To Break Free (Remastered 2011)","5","4:18","","Да"
"Queen","The Platinum Collection (2011 Remaster)","Innuendo (Remastered 2011)","5","6:28","","Да"
"Queen","The Platinum Collection (2011 Remaster)","It's A Hard Life (Remastered 2011)","5","4:08","","Да"
"Queen","The Platinum Collection (2011 Remaster)","Let Me Live (Remastered 2011)","5","4:45","","Да"
"Queen","The Platinum Collection (2011 Remaster)","One Vision (Remastered 2011)","5","4:05","","Да"
"Queen","The Platinum Collection (2011 Remaster)","Play The Game (Remastered 2011)","5","3:31","","Да"
"Queen","The Platinum Collection (2011 Remaster)","Princes Of The Universe (Remastered 2011)","5","3:31","","Да"
"Queen","The Platinum Collection (2011 Remaster)","Radio Ga Ga (2011 Mix)","5","5:43","","Да"
"Queen","The Platinum Collection (2011 Remaster)","Seven Seas Of Rhye (Remastered 2011)","5","2:47","","Да"
"Queen","The Platinum Collection (2011 Remaster)","Somebody To Love (2011 Mix)","5","4:56","","Да"
"Queen","The Platinum Collection (2011 Remaster)","Thank God It's Christmas (2011 Remaster)","5","4:21","","Да"
"Queen","The Platinum Collection (2011 Remaster)","The Invisible Man (Remastered 2011)","5","3:57","","Да"
"Queen","The Platinum Collection (2011 Remaster)","The Miracle (Remastered 2011)","5","4:54","","Да"
"Queen","The Platinum Collection (2011 Remaster)","The Show Must Go On (Remastered 2011)","5","4:23","","Да"
"Queen","The Platinum Collection (2011 Remaster)","Under Pressure (Remastered) (feat. David Bowie)","5","3:56","","Да"
"Queen","The Platinum Collection (2011 Remaster)","We Are The Champions (Remastered 2011)","5","3:06","","Да"
"Queen","The Platinum Collection (2011 Remaster)","We Will Rock You (Remastered)","5","2:01","","Да"
"Queen","The Platinum Collection (2011 Remaster)","You Don't Fool Me (Remastered 2011)","5","5:23","","Да"
"Queen","The Platinum Collection (2011 Remaster)","You're My Best Friend (Remastered 2011)","5","2:50","","Да"
"Queen","The Platinum Collection (Greatest Hits I, II & III)","Another One Bites the Dust","0","3:35","",""
"Queen","The Platinum Collection (Greatest Hits I, II & III)","Breakthru","0","4:08","",""
"Queen","The Platinum Collection (Greatest Hits I, II & III)","Crazy Little Thing Called Love","5","2:44","","Да"
"Queen","The Platinum Collection (Greatest Hits I, II & III)","Don't Stop Me Now","5","3:30","","Да"
"Queen","The Platinum Collection (Greatest Hits I, II & III)","Fat Bottomed Girls","0","3:22","",""
"Queen","The Platinum Collection (Greatest Hits I, II & III)","Flash","0","2:48","",""
"Queen","The Platinum Collection (Greatest Hits I, II & III)","Friends Will Be Friends","0","4:09","",""
"Queen","The Platinum Collection (Greatest Hits I, II & III)","Good Old-Fashioned Lover Boy","0","2:53","",""
"Queen","The Platinum Collection (Greatest Hits I, II & III)","Hammer to Fall","5","3:38","","Да"
"Queen","The Platinum Collection (Greatest Hits I, II & III)","Heaven for Everyone","0","4:40","",""
"Queen","The Platinum Collection (Greatest Hits I, II & III)","I Want It All","0","4:01","",""
"Queen","The Platinum Collection (Greatest Hits I, II & III)","Killer Queen","5","3:00","","Да"
"Queen","The Platinum Collection (Greatest Hits I, II & III)","Las Palabras de Amor (The Words of Love)","0","4:31","",""
"Queen","The Platinum Collection (Greatest Hits I, II & III)","Now I'm Here","0","4:13","",""
"Queen","The Platinum Collection (Greatest Hits I, II & III)","One Vision","0","4:05","",""
"Queen","The Platinum Collection (Greatest Hits I, II & III)","Radio Ga Ga","5","5:43","","Да"
"Queen","The Platinum Collection (Greatest Hits I, II & III)","Save Me","0","3:48","",""
"Queen","The Platinum Collection (Greatest Hits I, II & III)","Thank God It's Christmas","0","4:19","",""
"Queen","The Platinum Collection (Greatest Hits I, II & III)","The Miracle","0","4:55","",""
"Queen","The Platinum Collection (Greatest Hits I, II & III)","You Don't Fool Me","5","5:23","","Да"
"Quincy Jones","The Girls From Ipanema: Best of Bossa Nova","Bossa Nova USA","0","3:10","",""
"Quincy Jones","The Girls From Ipanema: Best of Bossa Nova","Soul Bossa Nova","0","2:45","",""
"Ray Anthony & His Orchestra","Ultra-Lounge, Vol.9: Cha-Cha De Amor","Rock-Cha-Rhumba (Medley)","0","7:02","",""
"Ray Charles","100 Essential Hits From The 50's","What'd I Say [Live]","5","6:26","","Да"
"Ray Charles","The Essential Collection","Ain't That Love?","0","2:55","",""
"Ray Charles","The Essential Collection","Hit The Road Jack","0","1:58","",""
"Ray Charles","The Essential Collection","Jumpin' In The Morning","0","2:46","",""
"Ray Charles","The Essential Collection","One Mint Julep","0","3:10","",""
"Ray Charles","The Essential Collection","Sinner's Prayer","0","3:26","",""
"Ray Parker, Jr.","Greatest Hits","Ghostbusters (from &quot;Ghostbusters&quot;)","5","3:59","Да",""
"Rednex","Sex & Violins","Riding Alone","0","3:28","",""
"Regensburger Domspatzen","Play Classical: Christmas","Adeste fideles","0","2:43","",""
"Reggaeton Group","The best hits of reggaeton Vol 1","Noche de entierro (Made famous by Wisin y Yandel) (Cover version)","5","2:13","","Да"
"Renato Anselmi","Island of Dreams","Birds Talk in the Morning Sky","0","3:20","",""
"Ricchi E Poveri","Ricchi e Poveri","Voulez-vous danser","5","3:42","","Да"
"Ricchi E Poveri","The Collection","Mamma Maria","5","2:55","","Да"
"Richard &quot;Groove&quot; Holmes","Soul Message","Soul Message (Rudy Van Gelder Remaster)","5","3:29","","Да"
"Richard Kapp","Play Classical: Christmas","Cantata No. 208: Sheep May Safely Graze","0","4:49","",""
"Richard Marino","Hooray for Hollywood (One Mint Julip Lounge 1960)","Rots-O-Ruck","0","2:01","",""
"Richard Stoltzman","Play Classical","Clarinet Concerto in A Major, K. 622: Adagio","5","9:27","","Да"
"Richard Westenburg;William Whitehead","Play Classical: Christmas Favourites","Silent Night","0","3:28","",""
"Rick Astley","The Best of Me","Take Me To Your Heart","0","3:29","",""
"Rick Astley","The Best of Me","Together Forever","5","3:27","","Да"
"Rick Astley","Whenever You Need Somebody","Never Gonna Give You Up","0","3:33","",""
"Robbie Williams","Millennium","Millennium","5","4:08","","Да"
"Robert Goulet","Play: Christmas Crooners","God Rest Ye Merry, Gentlemen","0","2:09","",""
"Rockets","Space Rock","Future Game","5","4:50","","Да"
"Rockets","Space Rock","Galactica","0","4:49","",""
"Roger Taylor","Strange Frontier","Killing Time","5","4:58","","Да"
"Roosevelt","Roosevelt","Night Moves","0","4:56","",""
"Rosenstein & Wagener","December - Music for all seasons and backgrounds","Waterworld","0","4:33","",""
"Roxette","Crash! Boom! Bang! (2009 Version)","Crash! Boom! Bang!","5","5:02","","Да"
"Roxette","Crash! Boom! Bang! (2009 Version)","Do You Wanna Go The Whole Way","0","4:09","",""
"Roxette","Crash! Boom! Bang! (2009 Version)","Fireworks","0","3:58","",""
"Roxette","Crash! Boom! Bang! (2009 Version)","Go To Sleep","0","3:59","",""
"Roxette","Crash! Boom! Bang! (2009 Version)","I'm Sorry","0","3:12","",""
"Roxette","Crash! Boom! Bang! (2009 Version)","Lies","0","3:34","",""
"Roxette","Crash! Boom! Bang! (2009 Version)","Place Your Love","0","3:08","",""
"Roxette","Crash! Boom! Bang! (2009 Version)","Run To You","0","3:39","",""
"Roxette","Crash! Boom! Bang! (2009 Version)","Sleeping In My Car","5","3:46","","Да"
"Roxette","Crash! Boom! Bang! (2009 Version)","The First Girl On The Moon","0","3:02","",""
"Roxette","Crash! Boom! Bang! (2009 Version)","Vulnerable","0","5:01","",""
"Roxette","Crash! Boom! Bang! (2009 Version)","What's She Like","0","4:14","",""
"Roxette","Don't Bore Us - Get to the Chorus!","Almost Unreal","0","3:55","",""
"Roxette","Don't Bore Us - Get to the Chorus!","I Don't Want to Get Hurt","0","4:13","",""
"Roxette","Don't Bore Us - Get to the Chorus!","June Afternoon","0","4:11","",""
"Roxette","Don't Bore Us - Get to the Chorus!","She Doesn't Live Here Anymore","0","4:02","",""
"Roxette","Don't Bore Us - Get to the Chorus!","You Don't Understand Me","0","4:29","",""
"Roxette","Have A Nice Day","Salvation","0","4:38","",""
"Roxette","Have A Nice Day","Stars","0","3:56","",""
"Roxette","Joyride","(Do You Get) Excited?","0","4:16","",""
"Roxette","Joyride","Church of Your Heart","0","3:16","",""
"Roxette","Joyride","Fading Like a Flower (Every Time You Leave)","0","3:51","",""
"Roxette","Joyride","Hotblooded","0","3:18","",""
"Roxette","Joyride","I Remember You","0","3:52","",""
"Roxette","Joyride","Joyride","0","4:23","",""
"Roxette","Joyride","Knockin' on Every Door","0","3:56","",""
"Roxette","Joyride","Perfect Day","0","4:05","",""
"Roxette","Joyride","Physical Fascination","0","3:27","",""
"Roxette","Joyride","Small Talk","0","3:53","",""
"Roxette","Joyride","Spending My Time","0","4:36","",""
"Roxette","Joyride","The Big L.","0","4:26","",""
"Roxette","Joyride","Things Will Never Be the Same","0","4:26","",""
"Roxette","Joyride","Watercolours in the Rain","0","3:38","",""
"Roxette","Look Sharp! (2009 Version)","(I Could Never) Give You Up","0","3:58","",""
"Roxette","Look Sharp! (2009 Version)","Chances","0","4:58","",""
"Roxette","Look Sharp! (2009 Version)","Cry","0","5:19","",""
"Roxette","Look Sharp! (2009 Version)","Dance Away","0","3:25","",""
"Roxette","Look Sharp! (2009 Version)","Dangerous","0","3:49","",""
"Roxette","Look Sharp! (2009 Version)","Dressed for Success","0","4:10","",""
"Roxette","Look Sharp! (2009 Version)","Half a Woman, Half a Shadow","0","3:35","",""
"Roxette","Look Sharp! (2009 Version)","Listen to Your Heart","0","5:28","",""
"Roxette","Look Sharp! (2009 Version)","Paint","0","3:30","",""
"Roxette","Look Sharp! (2009 Version)","Shadow of a Doubt","0","4:15","",""
"Roxette","Look Sharp! (2009 Version)","Sleeping Single","0","4:38","",""
"Roxette","Look Sharp! (2009 Version)","The Look","5","3:57","","Да"
"Roxette","Look Sharp! (2009 Version)","View From a Hill","0","3:40","",""
"Roxette","Pearls of Passion","Call of the Wild","0","4:26","",""
"Roxette","Pearls of Passion","From One Heart to Another","0","4:05","",""
"Roxette","Pearls of Passion","Goodbye to You","0","3:58","",""
"Roxette","Pearls of Passion","I Call Your Name","0","3:34","",""
"Roxette","Pearls of Passion","Joy of a Toy","0","3:00","",""
"Roxette","Pearls of Passion","Like Lovers Do","0","3:19","",""
"Roxette","Pearls of Passion","Neverending Love","0","3:23","",""
"Roxette","Pearls of Passion","Neverending Love (demo)","0","4:48","",""
"Roxette","Pearls of Passion","Pearls of Passion","0","3:31","",""
"Roxette","Pearls of Passion","Secrets That She Keeps","0","3:38","",""
"Roxette","Pearls of Passion","So Far Away","0","5:13","",""
"Roxette","Pearls of Passion","Soul Deep","0","3:35","",""
"Roxette","Pearls of Passion","Surrender","0","4:16","",""
"Roxette","Pearls of Passion","Voices","0","4:39","",""
"Roxette","Rock Ballads","It Must Have Been Love","5","4:18","","Да"
"Roxette","Room Service [2009 Version] (2009 Version)","Fool","0","3:52","",""
"Roxette","Room Service [2009 Version] (2009 Version)","It Takes You No Time To Get He","0","3:34","",""
"Roxette","Room Service [2009 Version] (2009 Version)","Make My Head Go Pop","5","3:22","","Да"
"Roxette","Room Service [2009 Version] (2009 Version)","Milk & Toast & Honey","0","4:04","",""
"Roxette","Room Service [2009 Version] (2009 Version)","Real Sugar","0","3:16","",""
"Roxette","Room Service [2009 Version] (2009 Version)","The Centre Of The Heart","0","3:21","",""
"Roxette","The Ballad Hits","Queen Of Rain","5","4:50","","Да"
"Roxette","Tourism","Cinnamon Street","0","5:01","",""
"Roxette","Tourism","Come Back (Before You Leave)","0","4:41","",""
"Roxette","Tourism","Fingertips","0","3:34","",""
"Roxette","Tourism","Here Comes the Weekend (live)","0","4:11","",""
"Roxette","Tourism","How Do You Do!","0","3:09","",""
"Roxette","Tourism","It Must Have Been Love (live/studio)","0","7:06","",""
"Roxette","Tourism","Keep Me Waiting","0","3:15","",""
"Roxette","Tourism","Never Is a Long Time","0","3:46","",""
"Roxette","Tourism","Queen of Rain","0","4:51","",""
"Roxette","Tourism","Silver Blue","0","4:07","",""
"Roxette","Tourism","The Heart Shaped Sea","0","4:32","",""
"Roxette","Tourism","The Rain","0","4:49","",""
"Roxette","Tourism","Things Will Never Be the Same (live)","0","3:12","",""
"Royal Crown Revue","Mugzy's Move","Hey Pachuco!","0","3:34","",""
"Rufus Wainwright","Shrek","Hallelujah","0","4:09","",""
"Runestone","Stonehenge","The Moon's Gift","0","4:21","",""
"Rupert Parker","River","On A Calm Sea","0","3:25","",""
"Russell Cook","Reminisce","Scarborough Fair","0","3:26","",""
"Samuel J. Hoffman","Ultra-Lounge / Bottoms Up! Volume Eighteen","Deep Purple / 'S Wonderful (Medley) (1997 Digital Remaster)","0","4:43","",""
"Sandra","18 Greatest Hits","Everlasting Love","5","3:41","","Да"
"Sandra","18 Greatest Hits","Hi! Hi! Hi!","5","4:10","","Да"
"Sandra","Close to Seven","Shadows","0","3:53","",""
"Sandra","Close to Seven","Your Way to India","0","5:51","",""
"Sandra","Into a Secret Land","Around My Heart","0","3:19","",""
"Sandra","Into a Secret Land","Celebrate Your Life","0","3:28","",""
"Sandra","Into a Secret Land","Crazy Juliet","0","4:12","",""
"Sandra","Into a Secret Land","Heaven Can Wait","0","4:05","",""
"Sandra","Into a Secret Land","Just Like Diamonds","0","5:41","",""
"Sandra","Into a Secret Land","Secret Land","0","4:46","",""
"Sandra","Into a Secret Land","We'll Be Together","0","4:11","",""
"Sandra","Mirrors","Innocent Love","0","5:25","",""
"Sandra","Mirrors","Midnight Man","0","3:05","",""
"Sandra","Mirrors","Two Lovers Tonight","0","3:47","",""
"Sandra","Mirrors","You'll Be Mine","0","4:34","",""
"Sandra","Paintings in Yellow","(Life May Be) A Big Insanity","0","4:30","",""
"Sandra","Paintings in Yellow","Paintings in Yellow: Cold Out Here / I'm Alive / Paintings / Come Alive / The End","0","5:52","",""
"Sandra","Platinum Collection (International Version)","Everlasting Love (Remastered 2009)","5","3:42","","Да"
"Sandra","Ten on One: The Best of Sandra","Don't Cry (The Breakup of The World)","0","4:56","",""
"Sandra","Ten on One: The Best of Sandra","Stop For A Minute","0","4:09","",""
"Sandra","The Long Play","(I'll Never Be) Maria Magdalena","0","5:57","",""
"Sandra","The Long Play","Change Your Mind","0","4:03","",""
"Sandra","The Long Play","Heartbeat","0","4:56","",""
"Sandra","The Long Play","In The Heat Of The Night","0","5:21","",""
"Sandra","The Long Play","Little Girl","0","3:13","",""
"Sandra","The Long Play","On The Tray (Seven Years)","0","3:47","",""
"Sandra","The Long Play","Sisters And Brothers","0","3:25","",""
"Sandra","The Long Play","You And I","0","6:01","",""
"Santana","Ultimate Santana","Europa (Earth's Cry Heaven's Smile)","0","5:05","",""
"Saragossa Band","All Stars Disco","Sun of Jamaica","0","3:59","",""
"Seal","Seal [1994]","Kiss from a Rose","5","4:49","","Да"
"Self","Shrek","Stay Home","0","3:27","",""
"Sergio Mendes","Ultra-Lounge / Bossa Novaville Volume Fourteen","Corcovado (Quiet Nights Of Quiet Stars) (1996 Digital Remaster)","0","6:41","",""
"Shay Torrent","Ultra-Lounge / Organs In Orbit Volume Eleven","Flying Fiddles (1996 Digital Remaster)","0","1:55","",""
"Shi Zhi-You","An Invitation to Tea","A Maid`s Mind","0","5:05","",""
"Shi Zhi-You","An Invitation to Tea","Have a Cup of Tea","0","5:41","",""
"Shi Zhi-You","An Invitation to Tea","Innocent Times","0","6:05","",""
"Shi Zhi-You","An Invitation to Tea","Over the Water","0","6:07","",""
"Shi Zhi-You","An Invitation to Tea","Remembrances of Home","0","6:21","",""
"Shi Zhi-You","An Invitation to Tea","Yonder","0","8:08","",""
"Shirley Bassey","Diamonds: The Best Of Shirley Bassey","Goldfinger","5","2:48","","Да"
"Si Zentner","Ultra-Lounge / Cocktail Capers Volume Eight","Charade (1996 Digital Remaster)","5","2:37","","Да"
"Si Zentner","Ultra-Lounge / The Crime Scene - Volume Seven","Walk On The Wild Side (1996 Digital Remaster)","5","2:36","","Да"
"Sidney Bechet & His New Orleans Feetwarmers","Play: Jazz Pioneers","Maple Leaf Rag","5","2:53","","Да"
"Silent Circle","Discofox 80's Hits (Remixes)","Megahit Mix (Special Version)","5","6:13","","Да"
"Silver Convention","Golden Girls","Blame It on the Music","5","4:35","","Да"
"Simon & Garfunkel","Range","Sound Of Silence","5","3:00","Да",""
"Sinead 'O Connor","Greatest Hits of Early 90s","Nothing Compares 2 U","5","4:40","","Да"
"Sir Julian","Ultra Lounge: Vol. 16 Mondo Hollywood (Digital Version)","You Only Live Twice/Thunderball (Medley)","5","4:35","","Да"
"Sir Julian","Ultra-Lounge / On The Rocks - Part 1","Green Tambourine (Digitally Remastered 97)","5","2:29","","Да"
"Sir Julian","Ultra-Lounge / Organs In Orbit Volume Eleven","A Man And A Woman (1996 Digital Remaster)","5","2:32","","Да"
"Sir Thomas Beecham","Play Classical","Messiah: Hallelujah!","5","3:36","","Да"
"Slowakische Philharmonie Bratislava","Favorites from the Clasics, Vol. 1: Debussy's Greatest Hits","Clair De Lune","0","4:34","",""
"Smash Mouth","All Star Smash Hits","Can't Get Enough of You Baby","5","2:31","","Да"
"Smash Mouth","Shrek","All Star","0","3:20","",""
"Smash Mouth","Shrek","I'm A Believer","0","3:13","",""
"Smash Mouth","Shrek (Music From The Original Motion Picture)","All Star","0","3:20","Да",""
"Smash Mouth","Shrek (Music From The Original Motion Picture)","I'm A Believer (Soundtrack Version)","0","3:05","Да",""
"Smokie","Don't Play Your Rock 'n' Roll To Me","Living Next Door to Alice","5","3:27","","Да"
"Smokie","Midnight Cafe","What Can I Do","5","3:36","","Да"
"Smokie","The Greatest Hits of 40 Years","Have You Ever Seen the Rain","5","4:15","","Да"
"Smokie","The Montreux Album","Mexican Girl","5","3:59","","Да"
"Soundtrack Wonder Band","Songs from Movies with Pride","I Love the Nightlife (From &quot;The Adventures of Priscilla, Queen of the Desert&quot;)","5","3:19","","Да"
"Spaghetti Surfers","All Stars Disco","Misirlou","0","4:02","",""
"Special EFX","Just Like Magic","Ballerina","5","5:13","Да",""
"Special EFX","Smooth Jazz - Instrumental","Ballerina","5","5:13","","Да"
"Spiller","Dance Masters","Groovejet (If This Ain't Love)","5","3:41","","Да"
"Stan Getz & Charlie Byrd","The Girls From Ipanema: Best of Bossa Nova","Desafinado","0","5:52","",""
"Stan Getz & Charlie Byrd","The Girls From Ipanema: Best of Bossa Nova","E Luxo So","0","3:43","",""
"Stan Getz; Astrud Gilberto","The Girls From Ipanema: Best of Bossa Nova","The Girl From Ipanema","0","5:09","",""
"Stan Getz; Charlie Byrd","The Girls From Ipanema: Best of Bossa Nova","O Pato","0","2:03","",""
"Stan Getz; Charlie Byrd","The Girls From Ipanema: Best of Bossa Nova","Samba Dees Days","0","3:32","",""
"Stan Getz; Charlie Byrd","The Girls From Ipanema: Best of Bossa Nova","So Danco Samba","0","3:39","",""
"Starbuck Foundation","","Dream Of The Sea","5","3:29","","Да"
